,subject,nbofobs,countguess,countmem,accfamstd,accstd,accmemstd,confstd,curstd,ahastd,curiosity,confidence,aha,rtguess,rtaha,rtcurcon,curiosity_z,aha_z,confidence_z,old,accfam,rtfamiliar,rtpostguess,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,debrief,datajoin,fiveDCR,joyexp,deprsens,stresstol,ovsoccur,cosoccur,thrillseek,perccur,NCS,AQ28,socskills,routine,switching,imagination,numbpatt,acc,accmem,madeguess
191,38707,80,49,33,0.5025252685881778,0.3823643964146892,0.4282360049661484,1.9655256648643655,2.0388241212690112,1.7429786813223804,2.9125,2.4,3.5,3665.415374999987,4269.653687500048,5297.608125000059,-3.608224830031759e-17,1.3877787807814458e-18,1.1102230246251566e-17,1.0,0.525,1154.4336250000401,2230.960624999978,4.0,5.0,5.0,4.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,5.0,2.0,5.0,0.0,5.0,2.0,0.0,4.0,2.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,5.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,5.0,1.0,1.0,89.0,18.0,9.0,26.0,16.0,12.0,8.0,40.0,41.0,86.0,18.0,8.0,18.0,24.0,18.0,0.175,0.2375,0.6125
192,38710,80,80,79,0.49920823386588253,0.38236439641468917,0.4554522026083082,1.3758771655505968,1.0988342499488992,1.6920794636755112,2.2125,1.575,2.1875,2522.0301250001526,2109.5095624998453,4051.807874999864,4.718447854656915e-17,-1.1102230246251566e-17,1.1102230246251566e-17,1.0,0.5625,1393.0148749999353,1964.1681249999208,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,0.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,84.0,14.0,14.0,15.0,15.0,16.0,10.0,23.0,48.0,78.0,18.0,14.0,15.0,20.0,11.0,0.175,0.2875,1.0
193,38725,80,72,77,0.31797420482911637,0.49025309919043125,0.37123638789348556,2.297184572912093,2.4787387053943895,2.532822511234793,3.4125,2.8375,3.7,4959.943125000018,2690.9246874999894,5181.150062500016,-1.9428902930940238e-17,-3.053113317719181e-17,1.3877787807814457e-17,1.0,0.8875,974.8671250000014,4041.2208750000077,2.0,2.0,4.0,4.0,0.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,77.0,12.0,9.0,15.0,15.0,15.0,11.0,38.0,40.0,82.0,24.0,14.0,12.0,19.0,13.0,0.3875,0.8375,0.9
194,38728,80,60,69,0.3018927632559765,0.4664368029425214,0.3823643964146892,1.7588384400586223,1.597268237580905,2.0939560403060464,4.075,2.0875,2.9125,3661.4555625000094,2194.0498749999947,4854.1179374999865,-9.43689570931383e-17,-3.191891195797325e-17,4.9960036108132046e-17,1.0,0.9,690.7808124999952,3678.010937499997,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,0.0,2.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,89.0,16.0,16.0,14.0,16.0,17.0,10.0,36.0,45.0,88.0,22.0,11.0,15.0,24.0,16.0,0.3125,0.825,0.75
195,38731,80,57,58,0.4758403625512567,0.3328054892439217,0.4758403625512567,1.871462908454645,1.6342845761829143,1.8167644072340272,2.25,1.9375,2.125,3325.1706874999218,3127.228249999885,4866.145937499981,7.979727989493312e-18,4.8572257327350596e-18,-5.828670879282072e-17,1.0,0.6625,1130.5799374998198,3044.7693749999103,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,0.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,0.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,88.0,14.0,13.0,16.0,16.0,17.0,12.0,32.0,39.0,79.0,21.0,14.0,19.0,17.0,8.0,0.125,0.3375,0.7125
196,38737,80,59,67,0.4357446703305951,0.42021694216322675,0.5025252685881779,1.8636682896027625,1.8445952525065272,2.174034050016906,4.3,1.7125,4.2125,2533.838937499982,3658.771437500001,5496.486562500011,1.0269562977782698e-16,-1.6514567491299204e-16,7.216449660063518e-17,1.0,0.75,1394.2319375000284,2498.1421875000788,4.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,0.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,5.0,4.0,1.0,4.0,2.0,2.0,5.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,84.0,12.0,12.0,15.0,19.0,16.0,10.0,29.0,45.0,73.0,17.0,13.0,17.0,18.0,8.0,0.225,0.475,0.7375
197,38743,80,74,77,0.26505313534640934,0.43574467033059505,0.4116576554814153,1.4836130206144418,0.6359484096582328,1.5042134914459782,4.525,3.4625,4.125,3566.8974374999916,3293.5415624999832,4775.63562499999,-6.300515664747763e-16,1.1102230246251566e-17,4.302114220422482e-17,1.0,0.925,981.4085000000371,3569.4406250000293,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,74.0,13.0,14.0,10.0,16.0,16.0,5.0,35.0,53.0,98.0,23.0,19.0,18.0,23.0,15.0,0.25,0.7875,0.925
198,38746,80,67,63,0.40252368434130203,0.42021694216322675,0.49746191254243755,1.492544764292757,0.9222118430947974,1.9454181809405857,4.3125,1.8875,4.0125,2017.562499999997,2648.787499999997,4039.6250000000045,6.38378239159465e-17,-1.4155343563970745e-16,-3.3306690738754695e-17,1.0,0.8,762.9500000000116,2108.1249999999914,4.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,0.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,0.0,1.0,97.0,15.0,14.0,25.0,13.0,15.0,15.0,38.0,31.0,72.0,17.0,9.0,17.0,17.0,12.0,0.225,0.575,0.8375
199,38749,80,69,62,0.435744670330595,0.3823643964146892,0.5031546054266275,1.6911908769498731,1.1484717418256978,2.26667519854438,4.35,1.525,2.5375,2208.4501875000233,2436.9901249999793,4441.291750000004,3.885780586188048e-16,-9.71445146547012e-17,4.4408920985006264e-17,1.0,0.75,979.4983124999504,2152.2061249999797,4.0,3.0,4.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,4.0,1.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,1.0,2.0,3.0,0.0,3.0,5.0,4.0,1.0,3.0,0.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,80.0,15.0,10.0,14.0,18.0,13.0,10.0,21.0,35.0,68.0,19.0,13.0,10.0,19.0,7.0,0.175,0.5,0.8625
200,38752,80,52,70,0.33280548924392167,0.44276890563528537,0.4493314302129501,1.7132672909171478,1.4495197808021483,1.3687285054089389,2.5125,1.6625,2.5,3301.424687499946,4226.883312499833,7028.379875000008,-1.3600232051658169e-16,1.3877787807814457e-17,-5.828670879282072e-17,1.0,0.875,1435.9654374995735,5209.158687499931,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,73.0,14.0,12.0,16.0,11.0,10.0,10.0,33.0,49.0,95.0,19.0,17.0,18.0,27.0,14.0,0.2625,0.725,0.65
201,38755,80,62,55,0.35932426031459785,0.42021694216322686,0.4992082338658826,1.0997698263209785,1.2723321555018763,1.4208550643623192,2.5375,1.325,2.1375,2884.674812499794,2796.487750000032,4946.734250000061,-8.881784197001253e-17,-1.304512053934559e-16,2.4980018054066023e-17,1.0,0.85,954.1920624999912,2066.9296250002253,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,77.0,11.0,12.0,18.0,12.0,13.0,11.0,36.0,45.0,93.0,23.0,13.0,18.0,28.0,11.0,0.225,0.5625,0.775
202,38758,80,78,80,0.41165765548141525,0.41165765548141536,0.4837550902489526,1.901198822329037,1.793800858230183,2.0401042415660275,4.15,2.425,3.2,4727.069625000159,3426.780749999968,6146.268437499857,-2.2759572004815707e-16,-8.604228440844963e-17,6.245004513516506e-17,1.0,0.7875,1054.7235625000321,5381.102749999959,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,1.0,0.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,0.0,4.0,1.0,4.0,5.0,1.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,104.0,15.0,15.0,25.0,18.0,13.0,18.0,39.0,30.0,77.0,15.0,12.0,11.0,22.0,17.0,0.2125,0.6375,0.975
203,38770,80,65,75,0.39277493797177815,0.42823600496614844,0.5025252685881779,2.0986734809747887,1.622185976320888,1.7413438721322845,3.3375,2.775,3.075,2576.296750000026,3878.841750000019,4972.1016250000075,4.9960036108132046e-17,-9.159339953157541e-17,-3.608224830031759e-17,1.0,0.8125,1094.2761250000563,2668.042437499942,4.0,3.0,4.0,4.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,0.0,4.0,4.0,5.0,1.0,5.0,4.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,83.0,15.0,5.0,20.0,18.0,15.0,10.0,30.0,42.0,80.0,22.0,12.0,15.0,17.0,14.0,0.2375,0.525,0.8125
204,38776,80,67,74,0.2843491346562301,0.45545220260830827,0.4357446703305951,1.0430602492398529,0.3476867497466175,1.4548043498019008,4.925,1.475,4.6,3673.937062500193,3937.1494999999572,6755.11812500004,5.252742685257772e-16,2.7478019859472625e-16,-9.43689570931383e-17,1.0,0.9125,1296.197749999867,3345.655500000203,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,80.0,14.0,14.0,16.0,15.0,12.0,9.0,25.0,47.0,84.0,27.0,14.0,11.0,19.0,13.0,0.2875,0.75,0.8375
205,38779,80,45,34,0.49539014161069383,0.33280548924392167,0.4357446703305951,1.6104386539784268,0.5948087662050974,2.186842125305953,5.775,0.9625,4.45,1736.5537500000064,3490.362499999984,5951.480000000002,-6.13398221105399e-16,0.0,3.5561831257524545e-17,1.0,0.4125,702.8899999999907,1254.6499999999971,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,80.0,14.0,12.0,16.0,13.0,12.0,13.0,29.0,44.0,95.0,25.0,15.0,16.0,25.0,14.0,0.125,0.25,0.5625
206,38821,80,70,67,0.45545220260830827,0.4799789024899356,0.47584036255125656,2.2857566677806718,1.6065037909633906,1.8949883938056793,4.4625,2.625,3.5625,3680.0757499999772,3855.587875000004,6644.0342500000115,-2.3869795029440865e-16,8.326672684688674e-17,-7.216449660063518e-17,1.0,0.7125,1442.225999999998,2429.0872499999796,5.0,4.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,0.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,3.0,2.0,0.0,2.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,0.0,1.0,5.0,5.0,1.0,5.0,0.0,5.0,5.0,0.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,1.0,4.0,4.0,1.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,1.0,88.0,19.0,12.0,21.0,18.0,13.0,5.0,45.0,30.0,73.0,14.0,8.0,15.0,17.0,19.0,0.35,0.6625,0.875
207,38857,80,35,57,0.44933143021295,0.4202169421632267,0.4902530991904312,1.693201222462007,0.7281631128993983,1.2156677594087224,3.6625,1.3625,3.375,2215.048250000075,3220.6063125000155,5301.111437500044,-2.1094237467877973e-16,4.4408920985006264e-17,2.3592239273284576e-17,1.0,0.725,1263.9438749997964,2291.5849374999875,3.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,0.0,5.0,1.0,5.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,78.0,13.0,8.0,19.0,13.0,15.0,10.0,35.0,34.0,72.0,16.0,9.0,17.0,21.0,9.0,0.225,0.6125,0.4375
208,38881,80,71,66,0.28434913465623,0.47584036255125667,0.4554522026083083,2.0861204984797053,1.7959166059971166,2.6771418728926073,4.7,2.45,3.35,4711.897500013583,5675.524875009432,5576.346874987939,-9.853229343548264e-17,-6.661338147750939e-17,-5.2735593669694933e-17,1.0,0.9125,583.2420625112718,4581.420687481295,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,5.0,3.0,4.0,1.0,5.0,4.0,0.0,0.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,0.0,4.0,1.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,114.0,18.0,14.0,27.0,20.0,19.0,16.0,39.0,24.0,58.0,17.0,4.0,16.0,15.0,6.0,0.3375,0.7125,0.8875
209,38917,80,53,45,0.4202169421632268,0.2843491346562301,0.47584036255125656,1.3321131019758403,0.9775162273249196,2.166488145842471,5.2625,1.1875,3.3,2725.7688750000243,4144.2233749999705,8850.506812499852,-1.9914625504213745e-16,4.718447854656915e-17,9.714451465470119e-18,1.0,0.775,2324.2365624998115,3930.2245625000273,3.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,0.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,1.0,3.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,71.0,10.0,15.0,11.0,16.0,15.0,4.0,33.0,56.0,88.0,21.0,17.0,16.0,28.0,6.0,0.0875,0.3375,0.6625
210,38929,80,51,53,0.5025252685881779,0.28434913465623,0.4025236843413021,1.128948766089806,1.3666460840273689,1.4590941354835647,2.575,0.9375,3.1875,2688.9698125000095,2805.755062500007,5372.535250000013,-1.0755285551056204e-16,-3.469446951953614e-17,-1.2663481374630691e-17,1.0,0.475,1402.1791875000345,3563.0176875000557,5.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,3.0,2.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,3.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,5.0,3.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,76.0,15.0,10.0,12.0,17.0,7.0,15.0,30.0,40.0,80.0,18.0,14.0,19.0,22.0,7.0,0.0875,0.2,0.6375
211,38938,80,67,67,0.40252368434130203,0.44933143021295,0.4837550902489526,1.7374778024262785,1.284708014898445,1.6657381379748135,5.0875,1.3625,3.6,4799.942874999675,2884.2139999999213,4760.879937500225,-2.3869795029440865e-16,-1.8388068845354155e-17,2.7755575615628915e-18,1.0,0.8,1674.0174999999988,3889.4134374999003,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,0.0,1.0,81.0,11.0,12.0,20.0,15.0,12.0,11.0,28.0,30.0,87.0,19.0,11.0,15.0,27.0,15.0,0.275,0.6375,0.8375
212,38956,80,80,80,0.24358867592311156,0.48717735184622313,0.3927749379717781,1.9680598297996144,1.4698983862236141,2.7785058820720283,4.9375,2.8875,3.6625,6113.479249999984,2655.058937499987,4879.81618750001,-2.7755575615628915e-18,-6.106226635438361e-17,-7.216449660063518e-17,1.0,0.9375,1326.759125000055,4854.171374999947,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0,4.0,5.0,0.0,2.0,4.0,2.0,4.0,1.0,3.0,5.0,1.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,75.0,13.0,16.0,11.0,16.0,15.0,4.0,19.0,51.0,100.0,30.0,21.0,18.0,23.0,8.0,0.375,0.8125,1.0
213,38959,80,80,47,0.4202169421632268,0.42823600496614833,0.4992082338658826,1.7689301637008263,1.3264590724504381,1.7243142096702926,4.25,1.4,4.1625,2649.0629374998957,2134.9118750000152,4131.988125000009,5.551115123125783e-18,2.636779683484747e-16,6.175615574477434e-17,1.0,0.775,884.7520624999859,1921.3330625000294,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,0.0,4.0,1.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,87.0,13.0,12.0,17.0,15.0,15.0,15.0,37.0,41.0,80.0,14.0,11.0,14.0,28.0,13.0,0.2375,0.4375,1.0
214,38965,80,80,77,0.2650531353464094,0.48375509024895236,0.38236439641468917,1.506105716867095,1.2400872774511484,1.258892420575435,2.8625,1.6,2.1,3408.5050000000106,4740.137499999999,5598.748749999996,1.1934897514720432e-16,-1.3183898417423734e-16,-7.771561172376095e-17,1.0,0.925,673.917499999993,4072.6824999999835,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,0.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,4.0,0.0,5.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,4.0,0.0,4.0,0.0,5.0,5.0,2.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,0.0,1.0,90.0,12.0,9.0,21.0,17.0,16.0,15.0,38.0,36.0,66.0,13.0,9.0,13.0,19.0,12.0,0.3625,0.825,1.0
